,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
1353,and I are wondering why is posting so many deletes on her page  ,1,0,0,0,0,64,13,0,0,0.0
1354,stay fabulous my friends ,1,0,0,1,0,25,4,0,0,4.0
1355,SQUAAAAA ,1,0,0,0,0,9,1,0,0,0.0
1356,tag your bestie or your worstie or both ,1,0,0,0,0,40,8,0,0,0.0
1357,hashtag fabulous ,1,0,0,1,0,17,2,0,0,4.0
1358,tf ,1,0,0,0,0,3,1,0,0,0.0
1359,"BECAUSE I LOVE YOU GUYS, I'M GIVING AWAY THREE SACS! Just TAG 2 FRIENDS and go to my Twitter to win! (LINK IN BIO) ps they're like $1600 each  ",1,0,0,2,0,143,29,0,0,9.0
1360,on my way to steal your grill yes I meant grill im going to make you burgers ,1,0,0,0,1,77,17,0,0,-1.0
1361,To Do: dishes hair ur mom ,1,0,0,0,0,26,6,0,2,0.0
1362,idk ,1,0,0,0,0,4,1,0,0,0.0
1363,THROWIN IT BACK SO FAR THAT I MAY HAVE BEEN A GIRL AT ONE POINT (tag your besties ) ,1,0,0,0,0,84,19,0,2,0.0
1364,"I've been debating on posting this pic for so long because I didn't know if the Internet was ready, but I've decided that today... It's time. (TAG 5 FRIENDS ) ",1,0,0,0,0,159,30,0,0,0.0
1365,"Go check out the new Vine!  ""Wrong choice"" ... that tho"" ",1,0,0,0,0,57,11,0,0,-2.0
1366,welcome to the future... (tag 3 friends ) ,1,0,0,1,0,42,8,0,0,2.0
1367,defy gravity ,1,0,0,0,1,13,2,0,0,0.0
1368,"you know how people say ""I can explain"" yeah well I can't explain (tag 2 friends ) ",1,0,0,1,0,83,17,0,0,1.0
1369,When your friends ditch you in the streets of France and you have to set up the camera on a 10 second timer to take a mediocre picture that makes you look like a lonely tourist hashtag relatable amirite (photo by ,1,0,0,1,2,213,41,0,0,0.0
1370,I thought the flowers were cool (photo by ,1,0,0,1,0,42,8,0,0,1.0
1371,What if I took a daytime journey up the coast of Southern California? YEAH WELL I DID THAT TODAY WITH THESE TWO CRAZIES AND ,1,0,0,1,0,124,24,0,0,1.0
1372, ,1,0,0,0,0,1,0,0,0,0.0
1373,BOOM HEADSHOT ,1,0,0,1,0,14,2,0,0,0.0
1374,When ya thrust game too strong ,1,0,0,1,0,31,6,0,0,2.0
1375,When bae catches you slippin... ( by ,1,0,0,0,0,37,7,0,0,0.0
1376,American Muscle  ,1,0,0,0,0,17,2,0,0,0.0
1377,When you callin to the Gods but also still want to be fabulous AF ,1,0,0,1,0,66,14,0,0,5.0
1378,"When you're thinking ""damn this Instagram pic is about to be fire"" ",1,0,0,0,0,67,12,0,0,-4.0
1379,"stars, stripes, short shorts and 'murica ... Happy Memorial Day  ",1,0,0,1,0,65,10,0,0,3.0
1380,a damaged lad ,1,0,0,0,1,14,3,0,0,-3.0
1381,Hobo Paul ... (by ,1,0,0,0,0,18,4,0,0,0.0
1382,Part Logan // Part Hulk // Part Tool ,1,0,0,0,0,37,8,0,0,0.0
1383,Why so serious? (by ,1,0,0,0,0,20,4,0,0,0.0
1384,"talk 2 my gurl, this how I knock u out (photo by ",1,0,0,0,1,49,12,0,0,0.0
1385,to when I used to be sexy ,1,0,0,1,0,26,7,0,0,3.0
1386,VINE HEADQUARTERS! ,1,0,0,0,0,19,2,0,0,0.0
1387,"Yes, my first selfie as a 20 year old was taken in the bathroom of an airplane. ",1,0,0,0,0,80,17,0,0,1.0
1388,Housewarming party  ,1,0,0,0,0,20,2,0,0,0.0
1389,I can tell you in confidence that this lady had a very worried look on her face ,1,0,0,1,1,80,17,0,4,-1.0
1390,The inner tube was too low ,1,0,0,0,0,27,6,0,0,0.0
1391,When ur mom calls u by your full name  (photo by: ,1,0,0,0,0,50,11,0,2,0.0
1392,Hobo Paul ( by ,1,0,0,0,0,15,4,0,0,0.0
1393,tese r my ppl ,1,0,0,0,0,14,4,0,0,0.0
1394,I'm definitely way too flexible for a dude but yolo AMIRITE ,1,0,0,1,0,60,11,0,0,0.0
1395,Distracted by the booty ( by ,1,0,0,0,0,29,6,0,0,-2.0
1396,I didn't actually take the mirror pic so it's not thaaaaaaaaaat douchey right? ,1,0,0,0,0,79,13,0,0,0.0
1397,We'll take you to the candy shop... ,1,0,0,0,0,36,7,0,0,0.0
1398,Sums up last night ,1,0,0,0,0,19,4,0,0,0.0
1399,"Out of the 20 access cameras at the Movie Awards, which one do I look the sexiest from? (p.s. the answer is none of them) ",1,0,0,0,0,122,25,0,0,3.0
1400,My outfit is the emergency ,1,0,0,0,1,27,5,0,0,-2.0
1401,when I picked up my life and moved it across the country to pursue entertainment in Los Angeles  ,1,0,0,0,0,97,18,0,0,0.0
1402,I'm selfish ,1,0,0,0,1,12,2,0,0,-3.0
1403,You know when you have that stare when you don't really know what you're looking at but you're obviously transfixed on something? Yeah well that's what was happening here I think ,1,0,0,1,0,179,31,0,0,1.0
1404,i want u ,1,0,0,0,0,9,3,0,0,1.0
1405,Logan vs. Jake ( by ,1,0,0,0,0,20,5,0,0,0.0
1406,Last selfie as a teenager  (I turn 20 tomorrow) ,1,0,0,0,0,48,9,0,0,0.0
1407,When bae leaves you ,1,0,0,0,0,20,4,0,0,0.0
1408,Is this a good pic? HAHHAHHH DO YOU GET IT OH MY GOSH SO FUNNY & also we are on the way to Ohio ,1,0,0,1,1,96,24,0,0,7.0
1409,Gonna be a dope music video ,1,0,0,0,1,28,6,0,0,0.0
1410,Hope I don't fall photo: ,1,0,0,0,1,25,5,0,0,2.0
1411,headed to the moon with ,1,0,0,0,0,24,5,0,0,0.0
1412,"The beat is definitely being fed  I somehow convinced to let me take over their snapchat account, come get rowdy: ""TacoBell"" on snapchat ",1,0,0,0,0,137,23,0,0,1.0
1413,"Killin' it at the Hype Hotel with  peep snapchat story to see the madness: ""TacoBell"" ",1,0,0,0,1,86,15,0,0,-3.0
1414,i hav dis elephant  ( by ,1,0,0,0,0,25,6,0,0,0.0
1415,The Last Selfie ... ( ,1,0,0,0,0,22,5,0,0,0.0
1416,"For the first time in yet another year, I've finally changed my profile picture... What do you guys think?!?!  (photo by: ",1,0,0,0,0,122,21,1,0,0.0
1417,A man and his car... ,1,0,0,0,0,21,5,2,0,0.0
1418,When you're angry but still fabulous AF ,1,0,0,1,1,40,7,0,0,1.0
1419,Ayooooo just threw up a Vine with this guy! Check it out! ,1,0,0,0,0,58,12,0,0,0.0
1420,When your teacher assigns weekend homework ,1,0,0,0,0,43,6,0,0,0.0
1421,"Law & Order SVU was incredible! Big thanks to everyone who watched, I promise I'm not that evil  ",1,0,0,1,1,97,18,0,0,1.0
1422,TONIGHT AT 9/8c on NBC! Please don't hate me after you watch this  ,1,0,0,0,1,67,13,0,0,-2.0
1423,haf u evr been held by ? w/ ,1,0,0,0,0,28,8,0,0,0.0
1424,NEW VINE PRANK WITH MY GIANT PET GORILLA GO WATCH ,1,0,0,0,0,50,10,0,0,0.0
1425,I HAD TO  ,1,0,0,0,0,10,3,0,0,0.0
1426,SHREDDIN' BRUH ,1,0,0,0,0,15,2,0,0,0.0
1427,This is what freedom looks like  ,1,0,0,2,0,33,6,0,0,4.0
1428,Making magic in a tiger onesie ,1,0,0,1,0,31,6,0,0,0.0
1429,This kid has been a swag machine for the past 18 years and I don't see that changing anytime soon... HAPPY BIRTHDAY LITTLE BROTHER! I LOVE YOU! ,1,0,0,2,0,144,27,0,0,6.0
1430,You have the right to remain SASSY ,1,0,0,1,0,35,7,0,0,0.0
1431,Apparently the Incredibles were based off my life ,1,0,0,0,0,50,8,0,0,0.0
1432,My mind told me no. But my body told me yes. ,1,0,0,0,0,45,11,0,0,0.0
1433,Too much 'Murica? ,1,0,0,0,0,18,3,0,0,0.0
1434,"Thanks to everyone who entered the contest! After reviewing all the videos, we have finally chosen a winner! Check out page to see if you're the winner! ",1,0,0,0,0,153,27,0,0,10.0
1435,This was our Christmas card ,1,0,0,0,0,28,5,0,0,0.0
1436,The Alpacalypse is coming. ,1,0,0,0,0,27,4,0,0,0.0
1437,It's cool until you see the bunny ears ,1,0,0,1,0,39,8,0,0,1.0
1438,How I convinced three grown men to wear a shirt with my face on it is beyond me ,1,0,0,0,0,80,18,2,0,1.0
1439,brother ,1,0,0,0,0,8,1,2,0,0.0
1440,"Giving this baby away to the first 70,000 people who like this picture ",1,0,0,1,0,71,13,0,0,2.0
1441,Mario & Luigi bros (go watch the new Vine ) shot by: ,1,0,0,0,0,53,12,1,0,0.0
1442,Time for a nap ,1,0,0,0,0,15,4,0,0,0.0
1443,No filter ,1,0,0,0,0,10,2,0,0,-1.0
1444,Beach ,1,0,0,0,0,6,1,0,0,0.0
1445,"I'M GREEN, BA DA DI DA DA DA ",1,0,0,0,0,29,8,0,0,0.0
1446,You guys helped me choose my 5 Gum Truth or Dare Challenge and I DID IT! It was terrifying  Watch the full video on my youtube channel (link in bio) ,1,0,0,1,0,149,30,1,0,-1.0
1447,Sunsets ,1,0,0,0,0,8,1,0,0,0.0
1448,Want to win some sick headphones?! Enter the contest at http://bit.ly/Cordfail ,1,0,0,1,1,79,11,0,0,3.0
1449,Just me and my brother shredding some massive swells ,1,0,0,0,0,53,9,2,0,0.0
1450,"dared me to do something I've always been afraid on the 5 Gum Truth or Dare Challenge, and YOU are gonna help me choose what I do! Here are the options 1.) Bootcamp while getting pelted with paintballs 2.) Read Shakespeare while laying in a tub of snakes 3.) Survive a night in a haunted hotel ... Go vote on my Snapchat: LoganPaul ",1,0,0,0,1,332,63,0,0,-3.0
1451,"12:30am - walk to gym, spray self with water, put weights on floor, take mirror selfie, leave gym & go watch Netflix ",1,0,0,0,0,117,22,0,0,-1.0
1452,Giving away 50 pairs of E40BT headphones! Just enter the contest at http://bit.ly/Cordfail ,1,0,0,0,0,91,13,0,0,0.0
1453,New haircut! What do you guys think?! ,1,0,0,0,0,38,7,1,0,0.0
1454,HAHAHA 5 Gum called me out on Twitter to do a ... Y'all ready for this? ,1,0,0,1,0,72,16,0,0,3.0
1455,LA Living  ,1,0,0,0,0,11,2,0,0,0.0
1456,I went surfing with a dog ,1,0,0,0,0,26,6,0,0,0.0
1457,Rainbow Man: coming soon to theaters near you  ,1,0,0,0,0,47,8,0,0,0.0
1458,There are so many things right with this picture ,1,0,0,1,0,49,9,0,0,0.0
1459,Deuces ,1,0,0,0,0,7,1,0,0,0.0
1460,HEY EVERYONE! and I are making a map of the WORLD on our Snapchat stories (add me: LoganPaul)  take an awesome picture of where you're from and post to Twitter/Instagram with the hashtag ... Gonna repost our favs for everyone to see! ,1,0,0,1,0,234,42,0,0,4.0
1461,Real thugs only use golden port-a-potties  ,1,0,0,1,0,43,6,0,0,0.0
1462,"Life is better at 14,000 feet high ... Thanks to Gillette for having me covered even without climbing gear  Check out this Friday's episode of Gillette's for more moments! ",1,0,0,1,0,172,29,0,0,4.0
1463,"When life hands you lemons, put on a fedora, steal two puppies, and force your model friend to do a photoshoot with you (shot by ",1,0,0,0,1,129,25,0,0,-1.0
1464,"Make sure you say ""FABULOUSSSS"" when you look at this pic ... w/ (shot by ",1,0,0,0,0,74,15,0,0,0.0
1465,Hiking Colorado was amazing ,1,0,0,1,0,28,4,0,0,4.0
1466,It was too sunny to open my eyes but just pretend I'm smiling or something idk ,1,0,0,1,1,79,16,0,0,1.0
1467,haf u evr ben held by ? ,1,0,0,0,0,24,7,0,0,0.0
1468,That tree branch wasn't really in my way I just pushed it over because I thought it would look cool idk ,1,0,0,1,0,104,21,0,0,1.0
1469,Searching for bae ,1,0,0,0,0,18,3,0,0,0.0
1470,Handstand ,1,0,0,0,0,10,1,0,0,0.0
1471,YOU CAN'T SEE ME ,1,0,0,0,0,17,4,0,0,0.0
1472,Senior pic? ,1,0,0,0,0,12,2,0,0,0.0
1473,Mustache I mustache you to leave soon ... thanks for DA t-shirt hook-up!) ,1,0,0,0,0,74,13,0,0,1.0
1474,It was bound to happen ... (shouts to for the gear!)  ,1,0,0,0,0,54,11,0,0,0.0
1475,I have a face here is a picture of it ,1,0,0,0,0,38,10,0,0,0.0
1476,Relaxing evening yesterday ,1,0,0,0,0,27,3,0,0,0.0
1477,Chopsticks r hard ,1,0,0,0,1,18,3,0,0,-1.0
1478,"Shoot for the moon ... Even if you miss, you'll land among the stars ",1,0,0,0,0,69,14,0,0,-3.0
1479,Vibes ,1,0,0,0,0,6,1,0,0,0.0
1480,Killing it ever since the first time I waited for the bus ,1,0,0,0,1,58,12,0,0,-3.0
1481,Conquering the beast ,1,0,0,0,0,21,3,0,0,0.0
1482,This is my happy place ... show me where your happy place is using and I'm going to like and comment on my favorite pics! ,1,0,0,4,0,122,25,0,0,10.0
1483,Do you even blob? BIG thanks to my dude for inviting me to be in his new YouTube video! Go watch the epicness at YouTube.com/DevinSupertramp ,1,0,0,0,0,141,25,0,0,4.0
1484,"I spent 20 minutes looking for a ""cheese"" emoji but I couldn't find one so this caption will just have to do ",1,0,0,0,0,109,22,0,0,0.0
1485,Crew ,1,0,0,0,0,5,1,0,0,0.0
1486,Along with & this is a dangerously awesome team. Who do dumb things. ,1,0,0,1,1,69,13,0,0,-1.0
1487,Usher showed up to the meet up ... It was a REAL BIG surprise ;) ,1,0,0,0,0,65,15,0,0,1.0
1488,TALK BIRDY TO MEH  (tag 5 friends who talk to their pets like they understand ) ,1,0,0,1,0,80,16,0,0,2.0
1489,"It took me three hours to air brush these abs on, but it was sooooooo worth it ",1,0,0,1,0,79,17,0,0,2.0
1490,Team Paul don't lose ,1,0,0,0,1,21,4,0,0,0.0
1491,"Despite the fact that I'm a man, I look pretty hot in this wedding dress  thanks to & for the dares and to Hanes X-Temp for an epic summer! ",1,0,0,2,0,140,29,0,0,3.0
1492,NEW VINE  ,1,0,0,0,0,10,2,0,0,0.0
1493,123 ,1,0,0,0,0,4,1,0,0,0.0
1494,Solace ,1,0,0,1,0,7,1,0,0,0.0
1495,"Needless to say, I was prepared for the premiere of yesterday  ... Def checking it out this weekend! Thank you for the storm gear! ",1,0,0,1,1,131,24,0,0,3.0
1496,Got totally medieval at the Bristol Renaissance Faire! (Hanes X-Temp kept things comfy under that armor.) Thanks to and for the dares! ,1,0,0,2,0,135,22,0,0,2.0
1497,"Love is in the air, so Hanes X-Temp and I are going to the Comment below with a dare and I might vine it! ",1,0,0,1,0,106,24,0,0,3.0
1498,Brother ,1,0,0,0,0,8,1,2,0,0.0
1499,This picture will get a lot of likes because I'm dressed like a cowboy and EVERYONE KNOWS THAT CHICKS LOVE COWBOYS ,1,0,0,3,0,115,21,0,0,7.0
1500,It looks like I'm walking but really I was standing still in this pic lol got you ,1,0,0,1,0,82,17,0,0,5.0
1501,"Yeehaw! Had an epic trip to It's sweaty work being a cowboy, but Hanes X-Temp kept me dry. Next stop: Bristol Renaissance Faire! (Thanks and for the dares!) ",1,0,0,2,1,157,28,0,0,1.0
1502,Art thou ready to see me stay cool in Hanes X-Temp at the Bristol Renaissance Faire?! Comment below with a dare & I might vine it! ,1,0,0,3,0,131,26,0,0,1.0
1503,Sucks if we fall ,1,0,0,0,2,17,4,0,0,-3.0
1504,Chasing the summer sun and cliff jumping at an abandoned dam! Life is awesome  Show me your summer pics using & I'll like my favs ... Pumped to team up with for this! ,1,0,0,2,0,167,33,0,0,4.0
1505,I rode a bull. For a Vine. Go watch it. ,1,0,0,0,0,40,10,0,0,0.0
1506,Bae4evr ,1,0,0,0,0,8,1,0,0,0.0
1507,"Raise camera, point lens down, expose mediocre abs, take picture. Nice. ",1,0,0,0,1,72,11,0,0,2.0
1508,"Sometimes in life, you just gotta sit back and ask the little Asian lady walking by to take a picture of you ",1,0,0,0,0,109,22,0,4,0.0
1509,It's part 2! Going to Cheyenne Frontier Days to see if Hanes X-Temp can keep me cool. Comment below with a dare & I might vine it! ,1,0,0,0,0,131,27,0,0,1.0
1510,"Another day in the ""office""  ",1,0,0,0,0,29,5,0,0,0.0
1511,Had a great time at Running of the Bulls in NOLA (Go check out the Vine)! Thanks to Hanes X-Temp for keeping me cool and to for the awesome dare. Next stop: Cheyenne Frontier Days! ,1,0,0,3,0,181,35,0,0,9.0
1512,Guys this is really awkward but I died earlier ,1,0,0,0,2,47,9,1,0,-5.0
1513,I'll be running with the bulls in NOLA to test the cooling technology of Hanes X-TEMP(r). Comment with a dare and I just might Vine it! Ole! ,1,0,0,0,0,141,27,0,0,0.0
1514,Date me ,1,0,0,0,0,8,2,0,0,0.0
1515,Captain Paulmerica. Happy Fourth  ,1,0,0,1,0,34,4,0,0,3.0
1516,Filmed first YouTube video yesterday with ... Subscribe to my channel so you're notified when it's up (link in bio)!  ,1,0,0,0,0,118,20,0,0,0.0
1517,Ready to begin my YouTube career ... w/ ,1,0,0,1,0,40,8,0,0,0.0
1518,its scary out there ... throw a follow for more pics of mine from Vidcon! ,1,0,0,0,1,74,15,0,0,-2.0
1519,"we r on da left ... taking over IG for Vidcon, go check it out! ",1,0,0,0,0,64,15,0,0,0.0
1520,I'm not old enough to gamble let alone be in the casino so I figured I'd take a pic of me walking out ,1,0,0,1,0,102,23,0,0,-2.0
